SLNO,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
2307,2285381,No,21,45,E1,54.76,42.86,-7.69,No,No,Male,Direct,3,ERS,Chennai,34,0
2308,2285385,Yes,9,120,E2,24.14,27.59,2.78,No,No,Male,Direct,11,ERS,Bangalore,35,0
2311,2285455,No,1,60,E1,70.21,70.21,0,No,No,Male,Employee Referral,3,ETS,Chennai,27,0
2314,2285507,No,12,75,E2,7.53,7.53,0,No,No,Male,Direct,6,AXON,Kolkata,31,0
2370,2286286,Yes,88,120,E1,68.07,47.06,-12.5,No,No,Male,Direct,3,ERS,Chennai,27,0
2378,2286371,Yes,56,120,E2,53.85,35.9,-11.67,No,No,Male,Direct,1,AXON,Chennai,29,0
2404,2286704,Yes,84,60,E2,24.05,24.05,0,No,No,Male,Employee Referral,8,INFRA,Gurgaon,31,0
2451,2287229,No,23,60,E1,34.62,36.54,1.43,No,No,Male,Agency,2,ERS,Bangalore,25,0
2456,2287285,No,57,75,E2,41.79,41.79,0,No,No,Male,Employee Referral,6,ETS,Bangalore,30,0
2487,2297327,No,4,60,E1,64.56,30.38,-20.77,No,No,Male,Direct,2,ERS,Bangalore,23,0
2488,2297344,No,6,60,E3,42.13,36.77,-3.77,No,No,Male,Direct,9,INFRA,Noida,31,0
2489,2297908,No,1,90,E1,33.33,23.33,-7.5,No,No,Male,Direct,3,EAS,Noida,29,0
2497,2301590,No,0,60,E1,38.3,38.3,0,No,No,Male,Direct,4,ERS,Chennai,27,0
2508,2301673,Yes,5,90,E2,30,20,-7.69,No,No,Male,Direct,6,BFSI,Bangalore,30,0
2514,2302209,Yes,25,60,E2,17.65,5.88,-10,No,No,Male,Direct,6,ERS,Chennai,28,0
2521,2302469,Yes,30,30,E1,25,-14.29,-31.43,No,No,Male,Direct,1,INFRA,Chennai,24,0
2525,2303698,Yes,6,30,E1,2.98,2.98,0,No,No,Male,Direct,4,INFRA,Chennai,27,0
2527,2309606,No,5,30,E1,44.44,44.44,0,No,No,Male,Direct,4,ETS,Bangalore,31,0
2535,2309695,Yes,57,30,E1,66.67,66.67,0,No,No,Female,Direct,4,ETS,Noida,28,0
2541,2309761,Yes,20,30,E2,55.56,44.44,-7.14,No,No,Female,Direct,6,BFSI,Gurgaon,36,0
2569,2318388,Yes,1,30,E1,50,22,-18.67,No,No,Male,Agency,4,ERS,Noida,27,0
2570,2322593,Yes,52,60,E3,10,10,0,No,No,Male,Agency,13,ETS,Bangalore,40,0
2574,2322706,Yes,19,60,E2,62.79,45.35,-10.71,No,No,Male,Direct,7,ERS,Chennai,30,0
2596,2322742,Yes,63,60,E2,51.52,51.52,0,No,No,Female,Direct,6,BFSI,Bangalore,31,0
2597,2322764,No,1,30,E1,38.3,11.7,-19.23,No,No,Male,Agency,3,ERS,Noida,26,0
2599,2322784,Yes,4,30,E1,38.3,11.7,-19.23,No,No,Female,Agency,3,ERS,Noida,26,0
2601,2322839,Yes,2,30,E1,44.44,33.33,-7.69,No,No,Male,Direct,3,ETS,Bangalore,26,0
2603,2322842,Yes,58,30,E1,78.44,78.44,0,No,No,Male,Direct,3,ETS,Bangalore,24,0
2613,2322908,No,0,30,E1,56.25,50,-4,No,No,Male,Agency,5,ERS,Chennai,32,0
2618,2323061,No,2,30,E1,33.33,16.67,-12.5,No,No,Male,Agency,3,ERS,Chennai,31,0
2624,2323202,Yes,39,30,E2,21.14,21.14,0,No,No,Male,Direct,5,INFRA,Noida,31,0
2625,2323213,Yes,12,60,E1,45.63,28.16,-12,No,No,Male,Agency,4,ERS,Chennai,27,0
2626,2323216,No,4,90,E2,32.53,34.94,1.82,No,No,Male,Direct,7,EAS,Chennai,30,0
2632,2323353,No,3,30,E1,67.79,67.79,0,No,No,Male,Direct,3,CSMP,Noida,24,0
2643,2328085,No,0,0,E2,-10.19,-10.19,0,Yes,No,Male,Direct,3,INFRA,Bangalore,31,0
2652,2328202,Yes,6,60,E2,50,100,33.33,No,No,Female,Direct,8,ERS,Bangalore,32,0
2657,2328251,No,7,60,E1,64.27,49.08,-9.25,No,No,Male,Direct,5,ERS,Chennai,28,0
2661,2328289,No,6,60,E1,87.5,35.42,-27.78,No,No,Male,Direct,2,ERS,Chennai,24,0
2664,2328315,No,2,60,E2,29.41,23.53,-4.55,No,No,Male,Direct,6,ERS,Chennai,34,0
2671,2328438,No,2,60,E1,33.33,16.67,-12.5,No,No,Female,Direct,3,ERS,Chennai,24,0
2675,2328468,Yes,9,30,E1,86.92,63.55,-12.5,No,No,Female,Direct,3,ERS,Chennai,26,0
2686,2340943,Yes,23,60,E3,30,15,-11.54,No,No,Male,Direct,6,INFRA,Noida,33,0
2687,2340950,Yes,25,30,E2,35.14,35.14,0,No,No,Male,Direct,8,BFSI,Bangalore,31,0
2699,2341197,No,40,30,E1,16.67,-23.33,-34.29,No,No,Male,Direct,3,INFRA,Chennai,28,0
2703,2341246,No,0,60,E3,14.29,19.29,4.38,No,No,Male,Agency,9,INFRA,Noida,39,0
2706,2341276,Yes,27,30,E2,36.36,127.27,66.67,No,No,Male,Agency,5,INFRA,Noida,26,0
2710,2341328,Yes,110,60,E1,66.67,54.76,-7.14,No,No,Male,Direct,3,BFSI,Bangalore,32,0
2714,2341375,No,1,60,E1,29.31,-3.45,-25.33,No,No,Male,Direct,4,ERS,Noida,30,0
2716,2341380,No,49,60,E1,51.16,51.16,0,No,No,Male,Direct,2,ERS,Chennai,26,0
2736,2344500,No,33,30,E1,54.76,30.95,-15.38,No,No,Male,Agency,5,ERS,Chennai,28,0
2737,2344524,No,1,30,E2,16.67,16.67,0,No,No,Male,Direct,4,INFRA,Hyderabad,32,0
2742,2344571,No,37,60,E1,75,62.5,-7.14,No,No,Male,Agency,4,ERS,Chennai,25,0
2743,2344591,Yes,126,30,E1,28.21,34.62,5,No,No,Male,Agency,3,ERS,Chennai,30,0
2745,2344637,Yes,12,60,E2,16,20,3.45,No,No,Male,Direct,8,ERS,Chennai,32,0
2751,2344760,Yes,69,90,E1,47.73,19.32,-19.23,No,No,Male,Agency,3,ERS,Chennai,26,0
2756,2344843,No,1,90,E1,67.36,49.58,-10.63,No,No,Male,Agency,4,BFSI,Gurgaon,27,0
2766,2344972,No,129,30,E1,28,20,-6.25,No,No,Male,Direct,2,INFRA,Noida,28,0
2767,2345008,No,124,60,E1,26.23,26.23,0,No,No,Female,Direct,6,CSMP,Noida,31,0
2771,2345026,No,6,60,E1,128.57,100,-12.5,No,No,Male,Agency,4,BFSI,Bangalore,27,0
2783,2347682,No,3,60,E1,53.85,45.05,-5.71,No,No,Female,Direct,4,ERS,Chennai,28,0
2789,2347817,No,15,30,E1,14.75,-12.57,-23.81,No,No,Male,Agency,4,ERS,Chennai,29,0
2792,2347830,No,4,30,E2,30.77,22.47,-6.34,No,No,Male,Direct,6,INFRA,Noida,32,0
2801,2347925,Yes,84,90,E1,66.67,36.36,-18.18,No,No,Male,Direct,3,BFSI,Bangalore,27,0
2803,2347958,No,6,0,E1,79.17,56.25,-12.79,No,No,Male,Direct,2,ERS,Bangalore,24,0
2811,2348023,Yes,54,60,E1,18.18,18.18,0,No,No,Female,Direct,3,AXON,Noida,29,0
2812,2348036,No,21,30,E1,10,10,0,No,No,Male,Agency,3,BFSI,Bangalore,27,0
2815,2348070,No,40,60,E1,59.31,17.65,-26.15,No,No,Male,Agency,3,BFSI,Bangalore,27,0
2828,2348209,No,1,30,E2,42.86,33.41,-6.61,No,No,Male,Direct,5,INFRA,Noida,30,0
2837,2350880,Yes,43,60,E1,50.94,37.74,-8.75,No,No,Male,Agency,6,BFSI,Bangalore,33,0
2839,2351414,No,4,30,E2,43.2,25.3,-12.5,No,No,Male,Agency,8,BFSI,Bangalore,32,0
2841,2351527,No,81,90,E2,39.1,25.96,-9.45,No,No,Male,Direct,8,BFSI,Bangalore,33,0
2844,2351587,No,4,30,E2,28.76,18.03,-8.33,No,No,Male,Agency,7,BFSI,Bangalore,33,0
2846,2351651,Yes,26,30,E2,70.45,59.09,-6.67,No,No,Male,Agency,4,EAS,Chennai,30,0
2852,2351781,Yes,65,45,E1,54.49,43.26,-7.27,No,No,Male,Agency,3,BFSI,Gurgaon,28,0
2858,2351837,No,41,30,E1,47.06,41.18,-4,No,No,Male,Agency,3,BFSI,Bangalore,32,0
2862,2351875,No,5,60,E2,33.33,26.67,-5,No,No,Female,Agency,7,BFSI,Bangalore,30,0
2869,2351912,No,10,90,E2,30.72,17.65,-10,No,No,Male,Direct,8,BFSI,Chennai,33,0
2878,2351989,No,116,30,E1,58.73,41.09,-11.11,No,No,Male,Agency,5,BFSI,Bangalore,30,0
2903,2352305,No,7,60,E2,4.9,4.9,0,No,No,Male,Direct,7,ETS,Bangalore,34,0
2908,2354228,No,43,60,E1,150,150,0,No,No,Male,Direct,2,ERS,Bangalore,26,0
2910,2354269,Yes,124,60,E2,57.89,28.95,-18.33,No,No,Male,Direct,7,ERS,Bangalore,38,0
2911,2354306,Yes,0,30,E1,50,50,0,No,No,Male,Agency,2,INFRA,Noida,26,0
2923,2355458,No,5,30,E1,95.65,63.04,-16.67,No,No,Male,Direct,3,ERS,Bangalore,25,0
2938,2356796,Yes,72,30,E2,28.42,15.15,-10.33,No,No,Male,Agency,8,BFSI,Bangalore,36,0
2939,2356805,Yes,8,30,E1,42.86,33.93,-6.25,No,No,Male,Direct,9,ERS,Bangalore,29,0
2952,2356911,Yes,25,30,E2,25,17.71,-5.83,No,No,Female,Direct,8,ERS,Chennai,31,0
2955,2356922,No,23,60,E1,25,2.27,-18.18,Yes,No,Male,Agency,3,ERS,Chennai,27,0
2956,2356923,No,23,60,E1,0,0.83,0.83,No,No,Male,Agency,4,ERS,Chennai,27,0
2958,2356936,Yes,84,45,E1,81.82,36.36,-25,No,No,Male,Agency,3,ERS,Hyderabad,29,0
2959,2356944,No,4,60,E1,55.56,105.56,32.14,No,No,Female,Agency,3,ERS,Hyderabad,28,0
2963,2356992,No,6,30,E2,39.71,47.06,5.26,No,No,Male,Employee Referral,14,ERS,Chennai,33,0
2971,2357068,Yes,23,90,E2,35.29,35.29,0,No,No,Male,Agency,8,ERS,Chennai,32,0
2976,2357093,No,23,90,E2,30,5,-19.23,No,No,Male,Agency,8,ERS,Bangalore,32,0
2980,2357114,No,7,90,E1,62.5,50,-7.69,No,No,Male,Agency,3,BFSI,Bangalore,27,0
2988,2357194,No,2,30,E2,23.53,23.53,0,No,No,Male,Agency,8,BFSI,Bangalore,40,0
2990,2357218,No,35,90,E1,30.43,30.43,0,No,No,Male,Agency,3,BFSI,Bangalore,27,0
3002,2357371,No,7,30,E1,55.26,55.26,0,No,No,Female,Direct,2,CSMP,Hyderabad,25,0
3003,2357383,No,7,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,22,0
3004,2357384,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,22,0
3005,2357385,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,24,0
3011,2357424,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,23,0
3014,2357428,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,0
3015,2357429,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,24,0
3016,2357430,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,0
3018,2357432,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,0
3019,2357433,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,24,0
3023,2357437,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,0
3024,2357438,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,0
3026,2357440,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,24,0
3028,2357442,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,22,0
3029,2357443,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,24,0
3042,2360542,Yes,6,90,E2,25,25,0,No,No,Male,Direct,6,EAS,Bangalore,28,0
3052,2360808,No,181,30,E1,3.97,-4.03,-7.69,No,No,Male,Direct,2,INFRA,Chennai,24,0
3053,2360834,Yes,0,30,E2,57.14,37.14,-12.73,No,No,Male,Direct,3,INFRA,Bangalore,30,0
3055,2360844,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,0
3061,2360954,No,90,60,E1,36.84,27.37,-6.92,No,No,Male,Direct,3,BFSI,Bangalore,28,0
3063,2360999,Yes,17,30,E2,44.44,84.44,27.69,No,No,Male,Agency,6,INFRA,Chennai,28,0
3072,2361214,Yes,36,30,E2,42.86,23.81,-13.33,No,No,Male,Agency,7,ETS,Bangalore,31,0
3091,2364188,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,23,0
3092,2364189,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,24,0
3094,2364191,No,3,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,22,0
3097,2364194,No,123,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,24,0
3098,2364195,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,23,0
3103,2364200,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,24,0
3105,2364202,No,3,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,23,0
3109,2364206,No,3,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,24,0
3111,2364208,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,24,0
3112,2364209,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,0
3116,2364213,No,3,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,0
3124,2364313,No,3,30,E1,35.39,35.39,0,No,No,Female,Direct,1,INFRA,Chennai,24,0
3125,2364317,Yes,4,60,E3,30.72,24.18,-5,No,No,Male,Direct,10,EAS,Hyderabad,33,0
3144,2364511,Yes,104,30,E2,41.09,32.28,-6.25,No,No,Male,Direct,5,EAS,Hyderabad,30,0
3165,2364643,No,2,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,24,0
3169,2364647,No,3,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,0
3173,2364651,No,2,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,22,0
3177,2364655,No,2,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,25,0
3178,2364656,No,3,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,23,0
3198,2364697,No,2,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,23,0
3202,2364701,No,2,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,22,0
3203,2364702,No,2,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,0
3205,2364704,No,2,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,0
3209,2364708,No,2,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,0
3210,2364709,No,2,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,22,0
3212,2364711,No,2,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,0
3228,2364828,No,1,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Chennai,23,0
3229,2364829,No,1,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Chennai,23,0
3232,2364832,No,1,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Chennai,23,0
3233,2364833,No,1,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Chennai,23,0
3235,2364836,No,1,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Chennai,24,0
3238,2364839,No,1,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Chennai,23,0
3253,2365021,No,6,30,E1,78.79,78.79,0,No,No,Male,Direct,2,CSMP,Noida,24,0
3257,2365028,No,1,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Chennai,23,0
3264,2366572,Yes,5,90,E1,38.96,40.2,0.89,No,No,Male,Employee Referral,3,ERS,Chennai,25,0
3270,2368166,No,27,30,E1,35.14,35.14,0,No,No,Female,Direct,4,BFSI,Bangalore,27,0
3272,2368270,No,6,30,E2,29.87,20.78,-7,No,No,Male,Direct,6,ERS,Chennai,30,0
3275,2368323,Yes,10,90,E1,59.47,50.09,-5.88,No,No,Male,Direct,4,ETS,Hyderabad,27,0
3282,2368367,Yes,34,60,E2,50,31.25,-12.5,No,No,Male,Employee Referral,7,ERS,Chennai,32,0
3284,2368388,Yes,29,90,E1,52.17,31.52,-13.57,No,No,Male,Employee Referral,4,BFSI,Bangalore,27,0
3286,2368454,No,45,30,E1,12,34.72,20.29,No,No,Male,Agency,2,INFRA,Gurgaon,23,0
3290,2368479,Yes,25,45,E2,40,35,-3.57,No,No,Male,Agency,10,ERS,Bangalore,34,0
3291,2368484,Yes,0,90,E2,44.44,-11.11,-38.46,No,No,Male,Agency,3,INFRA,Chennai,25,0
3292,2368485,Yes,8,30,E1,3.55,-23.08,-25.71,No,No,Female,Agency,1,INFRA,Noida,28,0
3299,2368613,Yes,62,60,E1,71.43,57.14,-8.33,No,No,Male,Direct,3,BFSI,Bangalore,26,0
3301,2368633,Yes,86,60,E2,22.22,14.31,-6.47,No,No,Female,Direct,6,INFRA,Gurgaon,29,0
3305,2368707,No,116,90,E1,24.48,24.48,0,No,No,Male,Direct,5,BFSI,Chennai,28,0
3313,2368787,Yes,99,60,E1,33.93,23.21,-8,No,No,Male,Direct,5,ERS,Chennai,30,0
3322,2368938,No,121,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Chennai,22,0
3323,2368939,No,121,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Chennai,23,0
3324,2368950,No,18,60,E1,35.14,35.14,0,No,No,Male,Direct,3,ETS,Bangalore,27,0
3330,2369819,No,0,60,E2,22.09,25.23,2.57,No,No,Male,Employee Referral,7,INFRA,Chennai,28,0
3334,2372058,No,2,60,E2,70,60,-5.88,No,No,Male,Direct,7,ETS,Bangalore,31,0
3336,2372079,Yes,14,30,E1,57.14,57.14,0,No,No,Female,Direct,3,ETS,Bangalore,26,0
3340,2372156,Yes,26,30,E1,27.27,9.09,-14.29,No,No,Male,Agency,4,AXON,Chennai,26,0
3351,2372428,Yes,43,30,E1,75,75,0,No,No,Male,Agency,5,BFSI,Bangalore,28,0
3352,2372432,No,7,45,E1,76.17,59.59,-9.41,No,No,Male,Direct,3,ETS,Chennai,26,0
3353,2372436,Yes,21,60,E1,28.21,28.21,0,No,No,Male,Direct,3,BFSI,Bangalore,26,0
3354,2372454,Yes,3,30,E1,51.72,37.93,-9.09,No,No,Male,Agency,3,ERS,Hyderabad,29,0
3356,2372475,No,6,90,E2,5.88,0,-5.56,No,No,Male,Agency,6,BFSI,Bangalore,31,0
3367,2372529,No,15,30,E2,53.85,50.43,-2.22,No,No,Male,Agency,6,BFSI,Bangalore,29,0
3372,2372561,No,2,60,E1,33.33,33.33,0,No,No,Female,Direct,3,ETS,Chennai,27,0
3379,2372586,Yes,4,60,E1,48.94,27.66,-14.29,No,No,Male,Agency,4,BFSI,Bangalore,27,0
3380,2372590,No,2,30,E1,70,40,-17.65,No,No,Male,Agency,4,BFSI,Bangalore,28,0
3381,2372596,No,1,60,E1,65.39,52.67,-7.69,No,No,Male,Agency,4,BFSI,Bangalore,31,0
3389,2372643,No,119,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,22,0
3390,2372644,No,119,30,E0,42.86,42.86,0,No,No,Female,Employee Referral,0,INFRA,Noida,23,0
3392,2372649,No,102,30,E1,48.81,33.93,-10,No,No,Male,Agency,3,BFSI,Bangalore,29,0
3396,2372668,No,4,60,E1,71.88,59.38,-7.27,No,No,Male,Agency,3,BFSI,Bangalore,27,0
3398,2372679,No,4,30,E2,22.7,13.94,-7.14,No,No,Male,Agency,8,BFSI,Bangalore,44,0
3405,2372885,No,61,60,E2,45.45,54.55,6.25,No,No,Male,Direct,7,EAS,Hyderabad,30,0
3411,2375283,No,0,90,E1,32.53,32.53,0,No,No,Male,Agency,3,BFSI,Bangalore,27,0
3423,2375574,Yes,14,90,E1,62.79,-9.3,-44.29,No,No,Female,Agency,1,ERS,Chennai,23,0
3429,2378043,Yes,7,30,E2,14.29,4.76,-8.33,No,No,Male,Agency,6,BFSI,Bangalore,31,0
3437,2378075,No,4,60,E1,61.29,25.81,-22,No,No,Male,Agency,2,ERS,Chennai,27,0
3440,2378084,Yes,7,30,E1,18.18,18.18,0,No,No,Male,Agency,2,ERS,Chennai,25,0
3454,2378210,No,102,30,E1,42.86,42.86,0,No,No,Male,Agency,7,BFSI,Bangalore,36,0
3457,2378237,No,0,60,E3,42.86,39.29,-2.5,No,No,Male,Agency,6,INFRA,Noida,28,0
3465,2378317,No,6,60,E1,57.14,51.43,-3.64,No,No,Female,Employee Referral,3,ETS,Bangalore,29,0
3468,2378347,No,4,60,E1,15.38,28.21,11.11,No,No,Male,Agency,3,BFSI,Bangalore,27,0
3470,2378357,No,15,30,E2,41.3,41.3,0,No,No,Female,Direct,3,INFRA,Noida,26,0
3474,2378458,Yes,96,30,E1,41.3,33.7,-5.38,No,No,Female,Agency,4,ERS,Chennai,28,0
3486,2378753,Yes,47,30,E2,44.44,7.8,-25.37,No,No,Male,Employee Referral,3,INFRA,Noida,36,0
3498,2382802,No,8,30,E1,12.07,12.07,0,No,No,Male,Employee Referral,3,Healthcare,Chennai,25,0
3505,2382873,No,0,90,E2,29.51,29.51,0,No,No,Male,Agency,4,INFRA,Noida,28,0
3516,2382992,Yes,0,60,E3,30,22,-6.15,No,No,Male,Employee Referral,15,INFRA,Noida,36,0
3535,2383225,No,13,45,E1,20.43,20.43,0,No,No,Female,Agency,4,ERS,Hyderabad,27,0
3541,2383243,No,0,30,E1,62.64,54.24,-5.16,No,No,Female,Direct,2,INFRA,Bangalore,26,0
3544,2383271,Yes,1,60,E1,38.41,34.95,-2.5,No,No,Male,Direct,4,EAS,Chennai,29,0
3548,2383321,No,2,60,E2,40,80,28.57,No,No,Female,Direct,4,INFRA,Noida,25,0
3553,2383410,Yes,113,30,E1,44.44,42.22,-1.54,No,No,Female,Direct,7,ERS,Bangalore,27,0
3556,2386442,No,5,30,E2,28.08,23.29,-3.74,No,No,Male,Agency,5,BFSI,Gurgaon,30,0
3557,2386448,Yes,30,60,E2,43.94,43.94,0,No,No,Male,Agency,7,BFSI,Gurgaon,35,0
3560,2386522,Yes,56,30,E1,20.37,20.37,0,No,No,Male,Agency,5,BFSI,Gurgaon,28,0
3574,2386837,No,51,60,E2,36.36,36.36,0,No,No,Male,Agency,5,INFRA,Chennai,25,0
3587,2392734,Yes,6,30,E1,30,30,0,No,No,Male,Direct,4,BFSI,Bangalore,31,0
3619,2394922,Yes,4,30,E1,96.43,78.57,-9.09,No,No,Female,Direct,3,BFSI,Bangalore,27,0
3631,2395448,No,0,30,E2,65.71,65.71,0,No,No,Male,Employee Referral,4,INFRA,Noida,26,0
3639,2397203,Yes,11,60,E2,61.29,57.26,-2.5,No,No,Male,Direct,6,CSMP,Noida,30,0
3648,2398759,No,5,90,E1,55.88,39.09,-10.77,No,No,Male,Direct,3,ETS,Bangalore,26,0
3650,2398794,Yes,41,30,E1,27.27,18.18,-7.14,No,No,Male,Agency,4,BFSI,Bangalore,28,0
3651,2398799,Yes,26,60,E2,41.08,58.71,12.5,No,No,Female,Direct,4,INFRA,Chennai,29,0
3653,2399324,Yes,48,60,E1,19.72,-1.41,-17.65,No,No,Male,Direct,4,ETS,Hyderabad,30,0
3659,2399488,No,17,30,E2,11.76,11.76,0,No,No,Male,Agency,7,BFSI,Bangalore,40,0
3663,2399531,No,5,30,E1,3.17,3.17,0,No,No,Female,Agency,4,BFSI,Bangalore,28,0
3675,2399708,Yes,59,30,E3,17.68,17.68,0,No,No,Male,Agency,10,INFRA,Noida,31,0
3692,2400015,No,61,60,E1,50.54,50.54,0,No,No,Female,Direct,3,ETS,Bangalore,27,0
3694,2400376,No,17,90,E3,36.84,31.58,-3.85,No,No,Male,Direct,10,INFRA,Chennai,42,0
3701,2403850,No,0,60,E2,37.5,150,81.82,No,No,Male,Direct,10,INFRA,Chennai,37,0
3705,2405008,Yes,4,60,E1,87.5,64.06,-12.5,No,No,Male,Employee Referral,3,EAS,Hyderabad,25,0
3729,2405580,No,111,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,25,0
3735,2406900,Yes,107,30,E1,42.86,23.81,-13.33,No,No,Male,Direct,4,BFSI,Bangalore,30,0
3736,2406910,No,3,60,E1,85.71,28.57,-30.77,No,No,Male,Agency,3,ERS,Hyderabad,27,0
3738,2406944,Yes,3,30,E2,38.46,23.08,-11.11,No,No,Male,Agency,6,ERS,Chennai,27,0
3741,2407172,No,12,30,E1,42.86,42.86,0,No,No,Male,Direct,1,INFRA,Kolkata,25,0
3767,2407663,Yes,24,30,E1,50,50,0,No,No,Male,Direct,3,CSMP,Chennai,26,0
3769,2407687,No,11,60,E1,11.86,18.57,6,No,No,Male,Direct,3,CSMP,Chennai,25,0
3781,2410343,No,109,30,E2,60.92,37.93,-14.29,No,No,Male,Agency,8,AXON,Kolkata,35,0
3783,2410445,No,0,30,E1,14.29,11.43,-2.5,No,No,Male,Direct,5,ETS,Chennai,28,0
3792,2416400,Yes,6,30,E2,6.19,3.98,-2.08,No,No,Male,Agency,6,EAS,Chennai,29,0
3803,2416557,No,3,60,E1,40.63,50,6.67,No,No,Male,Direct,3,ERS,Chennai,25,0
3804,2416564,Yes,2,30,E1,34.62,44.23,7.14,No,No,Female,Agency,4,BFSI,Bangalore,29,0
3805,2416574,Yes,14,90,E2,41.18,41.18,0,No,No,Female,Direct,6,ERS,Chennai,29,0
3812,2416616,Yes,21,30,E1,53.85,61.54,5,No,No,Male,Agency,3,ERS,Chennai,26,0
3823,2416708,Yes,8,30,E1,0,3.45,3.45,No,No,Female,Direct,4,BFSI,Bangalore,27,0
3824,2416716,No,35,90,E1,44.44,38.89,-3.85,No,No,Male,Agency,3,BFSI,Bangalore,27,0
3835,2416819,No,8,60,E2,39.13,21.74,-12.5,No,No,Male,Direct,11,ERS,Chennai,36,0
3840,2416876,Yes,14,60,E1,64.68,64.68,0,No,No,Female,Agency,4,ERS,Bangalore,27,0
3847,2417002,No,58,60,E1,71.88,71.88,0,No,No,Female,Agency,3,BFSI,Bangalore,25,0
3848,2417007,Yes,46,60,E1,66.67,44.44,-13.33,No,No,Female,Agency,3,ERS,Chennai,27,0
3850,2417013,No,19,30,E1,20.93,4.65,-13.46,No,No,Male,Agency,3,ERS,Hyderabad,28,0
3851,2417016,No,3,30,E1,42.86,42.86,0,No,No,Male,Agency,3,ERS,Hyderabad,26,0
3853,2417041,Yes,8,60,E1,50,50,0,No,No,Male,Agency,3,BFSI,Bangalore,28,0
3858,2417100,Yes,97,90,E1,17.65,17.65,0,No,No,Male,Agency,3,BFSI,Bangalore,26,0
